celular,data_nascimento,idade,sexo,cidade_residencial,bairro_residencial,cidade_trabalho,nome_campanha,bairro_trabalho,cidade_escola,bairro_escola,categoria_frequentada
(11) 98395-7562,1975-11-04,50,Masculino,São Paulo,Limão,,placeholder_campanha,,São Paulo,Sé,Lojas de Roupas e Calçados
(11) 96750-8297,1996-09-22,29,Outro,São Paulo,Campo Limpo,,placeholder_campanha,,,,Academias e Studios Fitness
(11) 93008-7613,1966-04-01,59,Masculino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Santo Amaro,São Paulo,Sé,"Bancos, Agências e Correspondentes"
(11) 91328-4530,1996-08-01,29,Masculino,São Paulo,Sé,São Paulo,placeholder_campanha,Bela Vista,,,Cinema e Streaming Experience Stores
(11) 97506-9938,1984-02-25,41,Outro,São Paulo,Perdizes,,placeholder_campanha,,,,Lojas de Móveis e Decoração
(11) 92245-9228,1971-08-25,54,Masculino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Tucuruvi,São Paulo,Higienópolis,Lojas de Móveis e Decoração
(11) 98468-2679,1955-02-18,70,Feminino,São Paulo,República,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
(11) 93309-6471,1984-11-03,41,Feminino,São Paulo,Santana,São Paulo,placeholder_campanha,Consolação,,,Supermercados e Mercados Express
(21) 94098-5789,2002-07-05,23,Masculino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Consolação,,,Coworkings e Centros de Estudo/Conexão
(11) 92570-2072,1947-05-09,78,Feminino,São Paulo,Ipiranga,,placeholder_campanha,,,,Supermercados de Bairro e Mercadinhos
(11) 96459-2380,2000-07-05,25,Feminino,São Paulo,Butantã,,placeholder_campanha,,,,Lanchonetes e Fast-Food
(11) 98735-8003,1996-03-12,29,Outro,São Paulo,Sé,São Paulo,placeholder_campanha,Limão,,,Cinema e Streaming Experience Stores
(11) 94218-4164,1995-02-28,30,Feminino,São Paulo,Santana,São Paulo,placeholder_campanha,Lapa,,,Lojas de Eletrônicos e Games
(11) 93864-2450,1957-11-02,68,Masculino,São Paulo,Itaquera,,placeholder_campanha,,,,Clubes e Centros de Convivência
(11) 92130-5787,1952-01-09,73,Outro,São Paulo,Butantã,São Paulo,placeholder_campanha,Sé,,,Bancos e Casas Lotéricas
(11) 98865-1030,1972-11-18,52,Feminino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Consolação,Clínicas de Saúde e Bem-estar
(11) 97362-4161,1996-08-01,29,Feminino,São Paulo,Butantã,São Paulo,placeholder_campanha,Tucuruvi,,,Barbearias/Salões com estética jovem
(11) 95920-6110,2000-06-26,25,Outro,São Paulo,Lapa,São Paulo,placeholder_campanha,Sé,,,Lojas de Eletrônicos e Games
(11) 97758-8347,2003-07-01,22,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Tatuapé,São Paulo,Penha,Lojas de Roupas e Sneakers
(11) 93296-2251,1938-07-27,87,Masculino,São Paulo,Santana,São Paulo,placeholder_campanha,Consolação,,,Calçados Confortáveis e Ortopédicos
(11) 98918-9871,1952-06-05,73,Masculino,São Paulo,Lapa,,placeholder_campanha,,,,Clínicas Médicas e Laboratórios
(11) 92546-3267,1955-07-08,70,Masculino,São Paulo,Higienópolis,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(11) 91670-2717,1971-11-25,53,Feminino,São Paulo,Penha,,placeholder_campanha,,,,Lojas de Roupas e Calçados
(21) 98120-1997,1962-09-03,63,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Pinheiros,,,Farmácias e Drogarias
(11) 96353-5425,1987-05-01,38,Feminino,São Paulo,República,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 95492-4460,1992-06-08,33,Masculino,São Paulo,Penha,São Paulo,placeholder_campanha,Bela Vista,,,Farmácias e Drogarias
(11) 96636-5359,1979-11-07,46,Outro,São Paulo,Perdizes,,placeholder_campanha,,,,Restaurantes e Gastronomia
(11) 98765-2765,1959-07-23,66,Outro,São Paulo,Butantã,,placeholder_campanha,,São Paulo,Itaquera,Restaurantes com comida caseira
(11) 99029-7820,1952-05-25,73,Feminino,Farias de Rezende,Lapa,São Paulo,placeholder_campanha,Campo Limpo,,,Igrejas e Lojas de Artigos Religiosos
(11) 94342-7519,1942-05-02,83,Masculino,Ramos,Bela Vista,,placeholder_campanha,,,,Restaurantes com comida caseira
(11) 91222-2759,1972-02-19,53,Masculino,São Paulo,Tucuruvi,,placeholder_campanha,,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 94444-5905,1954-01-21,71,Feminino,São Paulo,Tucuruvi,,placeholder_campanha,,,,Clubes e Centros de Convivência
(11) 91963-1048,1952-08-14,73,Outro,São Paulo,Sé,São Paulo,placeholder_campanha,Bela Vista,,,Clínicas Médicas e Laboratórios
(11) 96634-8078,1959-01-20,66,Outro,São Paulo,Tatuapé,,placeholder_campanha,,,,Produtos Naturais e Fitoterápicos
(11) 99839-1285,1985-03-04,40,Feminino,Melo de Mendes,Campo Limpo,São Paulo,placeholder_campanha,Higienópolis,,,Clínicas de Saúde e Bem-estar
(11) 92593-7627,2007-02-23,18,Outro,São Paulo,Santana,,placeholder_campanha,,São Paulo,Sé,Cinema e Streaming Experience Stores
(11) 94356-7055,1998-07-31,27,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Sé,Coworkings e Centros de Estudo/Conexão
(11) 91435-6902,1974-01-16,51,Masculino,São Paulo,Ipiranga,,placeholder_campanha,,,,Postos de Combustível e Serviços Automotivos
(11) 97205-9694,1991-11-21,33,Outro,São Paulo,Tucuruvi,,placeholder_campanha,,São Paulo,Higienópolis,Postos de Combustível e Serviços Automotivos
(11) 93341-6350,1942-12-13,82,Outro,São Paulo,Itaquera,São Paulo,placeholder_campanha,Santana,São Paulo,Sé,Clubes e Centros de Convivência
(11) 92352-3513,1978-11-28,46,Masculino,São Paulo,Pinheiros,,placeholder_campanha,,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 94362-2008,1960-06-15,65,Feminino,São Paulo,Jabaquara,,placeholder_campanha,,São Paulo,Bela Vista,Fisioterapia e Terapias Complementares
(11) 92926-5485,1962-12-26,62,Masculino,São Paulo,República,São Paulo,placeholder_campanha,Sé,São Paulo,Tatuapé,Farmácias e Drogarias
(71) 96862-5987,2003-11-01,22,Outro,São Paulo,Higienópolis,,placeholder_campanha,,,,Lojas de Moda Urbana e Alternativa
(21) 95659-6330,1976-01-11,49,Masculino,São Paulo,Casa Verde,,placeholder_campanha,,,,Clínicas de Saúde e Bem-estar
(11) 98067-2283,1937-08-09,88,Feminino,São Paulo,Higienópolis,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
(11) 92003-2026,1984-03-05,41,Masculino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,República,São Paulo,Tatuapé,Farmácias e Drogarias
(11) 96044-9439,1996-09-20,29,Masculino,São Paulo,Consolação,São Paulo,placeholder_campanha,Tucuruvi,,,Barbearias/Salões com estética jovem
(11) 93158-3022,1979-12-27,45,Feminino,São Paulo,Santo Amaro,,placeholder_campanha,,,,Postos de Combustível e Serviços Automotivos
(11) 91988-1030,1971-05-06,54,Masculino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Santana,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 96525-7040,1944-05-22,81,Outro,Nascimento de da Cruz,Perdizes,São Paulo,placeholder_campanha,Consolação,,,Bancos e Casas Lotéricas
(11) 96036-2629,1973-01-01,52,Feminino,São Paulo,Tatuapé,São Paulo,placeholder_campanha,Higienópolis,São Paulo,Higienópolis,Supermercados e Mercados Express
(11) 94272-9395,2002-08-29,23,Outro,Nogueira do Amparo,Lapa,,placeholder_campanha,,São Paulo,Casa Verde,Lanchonetes e Fast-Food
(11) 95429-3651,1937-08-12,88,Outro,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,República,,,Clubes e Centros de Convivência
(11) 91430-9223,1939-01-05,86,Feminino,São Paulo,Tatuapé,,placeholder_campanha,,São Paulo,República,Fisioterapia e Terapias Complementares
(11) 96731-8545,1966-12-20,58,Outro,São Paulo,República,São Paulo,placeholder_campanha,Higienópolis,,,Clínicas de Saúde e Bem-estar
(11) 97030-3743,1941-08-14,84,Outro,São Paulo,Casa Verde,,placeholder_campanha,,São Paulo,Consolação,Clínicas Médicas e Laboratórios
(11) 93319-5333,1940-09-16,85,Outro,São Paulo,Perdizes,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 91368-3538,1974-04-27,51,Outro,São Paulo,Jabaquara,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 94997-5304,1975-10-24,50,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Bela Vista,,,"Bancos, Agências e Correspondentes"
(11) 96945-7221,1997-09-13,28,Masculino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Consolação,São Paulo,Bela Vista,Lanchonetes e Fast-Food
(11) 94455-2079,1950-04-28,75,Feminino,São Paulo,Tatuapé,São Paulo,placeholder_campanha,Sé,,,Produtos Naturais e Fitoterápicos
(11) 91455-7083,2007-11-13,17,Feminino,São Paulo,Butantã,São Paulo,placeholder_campanha,Sé,,,Lanchonetes e Fast-Food
(31) 98002-1869,1960-10-07,65,Outro,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Ipiranga,,,Produtos Naturais e Fitoterápicos
(31) 96759-7600,1945-08-26,80,Outro,São Paulo,Perdizes,,placeholder_campanha,,São Paulo,Bela Vista,Clubes e Centros de Convivência
(11) 95750-7231,1970-05-10,55,Feminino,São Paulo,Jabaquara,,placeholder_campanha,,São Paulo,Higienópolis,Supermercados e Mercados Express
(61) 92854-2736,1971-12-25,53,Outro,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Casa Verde,,,Restaurantes e Gastronomia
(11) 92082-3359,1996-08-19,29,Feminino,São Paulo,Bela Vista,,placeholder_campanha,,São Paulo,Butantã,Espaços Culturais e de Experiência Interativa
(11) 94857-3265,1986-12-02,38,Masculino,São Paulo,República,,placeholder_campanha,,São Paulo,Bela Vista,Lojas de Móveis e Decoração
(71) 98727-6036,1956-01-12,69,Outro,São Paulo,Santo Amaro,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Butantã,Supermercados de Bairro e Mercadinhos
(11) 92928-7063,1980-05-18,45,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Consolação,,,Clínicas de Saúde e Bem-estar
(11) 99450-7564,1976-09-04,49,Masculino,São Paulo,Tatuapé,São Paulo,placeholder_campanha,Consolação,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 99347-9810,1943-05-16,82,Outro,da Paz de Rocha,Vila Prudente,,placeholder_campanha,,,,Clubes e Centros de Convivência
(11) 95606-8564,1994-11-21,30,Outro,São Paulo,Penha,,placeholder_campanha,,,,Lanchonetes e Fast-Food
(11) 98528-2072,1951-09-22,74,Masculino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Casa Verde,São Paulo,Sé,Igrejas e Lojas de Artigos Religiosos
(11) 95185-3785,1950-10-01,75,Feminino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Vila Prudente,,,Farmácias e Drogarias
(11) 99826-7508,1974-01-02,51,Outro,São Paulo,Sé,São Paulo,placeholder_campanha,Bela Vista,,,Lojas de Roupas e Calçados
(11) 94608-5847,1965-04-12,60,Feminino,São Paulo,Lapa,São Paulo,placeholder_campanha,Butantã,,,Clínicas Médicas e Laboratórios
(11) 94851-4970,1986-05-07,39,Outro,São Paulo,Sé,,placeholder_campanha,,,,Postos de Combustível e Serviços Automotivos
(11) 97805-9118,2004-05-12,21,Feminino,São Paulo,Sé,,placeholder_campanha,,,,Cinema e Streaming Experience Stores
(11) 96765-6628,1942-01-07,83,Outro,São Paulo,Jabaquara,,placeholder_campanha,,São Paulo,Bela Vista,Clubes e Centros de Convivência
(11) 91905-6058,1988-04-06,37,Outro,São Paulo,Itaquera,,placeholder_campanha,,São Paulo,Sé,"Bancos, Agências e Correspondentes"
(11) 95295-2709,1969-01-27,56,Masculino,São Paulo,Penha,São Paulo,placeholder_campanha,Consolação,,,Postos de Combustível e Serviços Automotivos
(11) 98336-3083,1973-07-02,52,Feminino,São Paulo,Penha,São Paulo,placeholder_campanha,Tucuruvi,,,Farmácias e Drogarias
(11) 95730-9712,1942-05-29,83,Feminino,São Paulo,Higienópolis,,placeholder_campanha,,,,Clínicas Médicas e Laboratórios
(11) 95418-4539,1939-09-19,86,Feminino,São Paulo,Ipiranga,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 91840-5508,1976-02-29,49,Masculino,São Paulo,Tatuapé,,placeholder_campanha,,,,Lojas de Roupas e Calçados
(11) 96578-3562,1938-12-20,86,Outro,São Paulo,Sé,,placeholder_campanha,,,,Restaurantes com comida caseira
(11) 97737-8395,1993-07-30,32,Masculino,São Paulo,Penha,São Paulo,placeholder_campanha,Consolação,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 94196-3938,1999-04-04,26,Masculino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Sé,,,Barbearias/Salões com estética jovem
(21) 96501-9863,2000-12-09,24,Outro,São Paulo,Penha,São Paulo,placeholder_campanha,Higienópolis,,,Cafeterias e Bistrôs Modernos
(11) 91446-1544,1988-09-29,37,Outro,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Ipiranga,Restaurantes e Gastronomia
(11) 94055-2582,1934-09-17,91,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Limão,,,Clínicas Médicas e Laboratórios
(11) 97680-1449,1959-09-19,66,Feminino,São Paulo,Penha,São Paulo,placeholder_campanha,Jabaquara,São Paulo,Bela Vista,Clubes e Centros de Convivência
(11) 95698-4555,1941-03-16,84,Masculino,São Paulo,Consolação,,placeholder_campanha,,,,Clínicas Médicas e Laboratórios
(11) 98647-5158,1965-05-10,60,Outro,Freitas,Butantã,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
(11) 97557-8973,1991-09-09,34,Feminino,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Sé,,,Lojas de Roupas e Calçados
(11) 99680-8376,1955-06-10,70,Masculino,Correia dos Dourados,Ipiranga,São Paulo,placeholder_campanha,Consolação,São Paulo,Higienópolis,Clínicas Médicas e Laboratórios
(71) 94645-6965,1959-11-20,65,Masculino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,República,,,Farmácias e Drogarias
(11) 94967-4065,1977-05-23,48,Feminino,São Paulo,Butantã,São Paulo,placeholder_campanha,Bela Vista,São Paulo,Consolação,Lojas de Móveis e Decoração
(11) 97003-6322,1977-01-03,48,Outro,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Higienópolis,,,Supermercados e Mercados Express
(11) 95879-7240,1942-11-22,82,Masculino,São Paulo,Butantã,,placeholder_campanha,,,,Igrejas e Lojas de Artigos Religiosos
(11) 97226-2193,1973-02-15,52,Masculino,São Paulo,Butantã,,placeholder_campanha,,,,Clínicas de Saúde e Bem-estar
(11) 92352-1729,1991-08-14,34,Feminino,São Paulo,Jabaquara,,placeholder_campanha,,São Paulo,Limão,Supermercados e Mercados Express
(11) 94368-6265,1962-05-19,63,Feminino,São Paulo,Santana,São Paulo,placeholder_campanha,Consolação,,,Igrejas e Lojas de Artigos Religiosos
(11) 95399-6332,1991-03-01,34,Feminino,São Paulo,Pinheiros,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 91513-7628,1937-12-07,87,Feminino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Sé,,,Supermercados de Bairro e Mercadinhos
(11) 92260-9050,2003-08-01,22,Outro,São Paulo,Santana,São Paulo,placeholder_campanha,Limão,São Paulo,Pinheiros,Barbearias/Salões com estética jovem
(11) 93287-3389,1988-10-25,37,Masculino,São Paulo,Butantã,São Paulo,placeholder_campanha,Higienópolis,São Paulo,República,Lojas de Roupas e Calçados
(61) 92419-9027,2000-06-14,25,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Casa Verde,,,Lojas de Moda Urbana e Alternativa
(31) 98143-8092,1938-02-23,87,Masculino,São Paulo,Pinheiros,São Paulo,placeholder_campanha,Butantã,São Paulo,Consolação,Clubes e Centros de Convivência
(11) 97428-2841,2001-07-28,24,Feminino,São Paulo,Lapa,São Paulo,placeholder_campanha,Higienópolis,,,Lojas de Moda Urbana e Alternativa
(11) 91362-8886,1974-04-14,51,Outro,São Paulo,Itaquera,São Paulo,placeholder_campanha,Consolação,,,Lojas de Roupas e Calçados
(21) 94304-7703,2004-02-23,21,Outro,São Paulo,Limão,São Paulo,placeholder_campanha,Consolação,,,Lojas de Eletrônicos e Games
(11) 98415-2425,1936-10-27,89,Feminino,São Paulo,Sé,São Paulo,placeholder_campanha,Sé,,,Clubes e Centros de Convivência
(11) 94730-3874,2004-05-16,21,Outro,São Paulo,Santo Amaro,,placeholder_campanha,,,,Espaços Culturais e de Experiência Interativa
(11) 96369-5260,1987-05-19,38,Masculino,São Paulo,Santo Amaro,,placeholder_campanha,,São Paulo,Consolação,Lojas de Móveis e Decoração
(11) 99368-4510,2005-03-19,20,Masculino,São Paulo,Bela Vista,,placeholder_campanha,,São Paulo,Santo Amaro,Espaços Culturais e de Experiência Interativa
(11) 99230-2717,1999-08-03,26,Outro,Barros da Prata,Santo Amaro,,placeholder_campanha,,,,Lanchonetes e Fast-Food
(11) 99293-1504,1941-05-03,84,Outro,São Paulo,Consolação,São Paulo,placeholder_campanha,Tucuruvi,,,Clínicas Médicas e Laboratórios
(11) 95402-5950,1941-08-14,84,Feminino,São Paulo,Santana,São Paulo,placeholder_campanha,Tucuruvi,,,Bancos e Casas Lotéricas
(11) 98935-3940,1953-01-05,72,Masculino,São Paulo,Sé,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(11) 91822-2578,1967-10-02,58,Feminino,São Paulo,Lapa,São Paulo,placeholder_campanha,Vila Prudente,São Paulo,Sé,Clínicas de Saúde e Bem-estar
(11) 92122-7915,1938-10-09,87,Masculino,São Paulo,Santana,,placeholder_campanha,,São Paulo,República,Supermercados de Bairro e Mercadinhos
(11) 97967-7981,1949-05-10,76,Outro,São Paulo,Itaquera,,placeholder_campanha,,,,Clínicas Médicas e Laboratórios
(11) 97653-7473,1945-09-09,80,Outro,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Santana,São Paulo,Tatuapé,Clubes e Centros de Convivência
(11) 92944-2429,1960-04-12,65,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Bela Vista,,,Bancos e Casas Lotéricas
(11) 99332-6574,2003-11-23,21,Masculino,Ramos da Praia,Jabaquara,,placeholder_campanha,,,,Academias e Studios Fitness
(11) 92232-7211,1951-01-12,74,Feminino,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Consolação,,,Igrejas e Lojas de Artigos Religiosos
(11) 96692-2706,1981-01-09,44,Feminino,São Paulo,Bela Vista,,placeholder_campanha,,São Paulo,Tucuruvi,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 97850-3544,1944-06-07,81,Feminino,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,Casa Verde,São Paulo,Consolação,Igrejas e Lojas de Artigos Religiosos
(11) 92764-8857,2007-10-09,18,Masculino,Farias do Amparo,República,,placeholder_campanha,,,,Espaços Culturais e de Experiência Interativa
(11) 94810-5216,2004-01-17,21,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,Consolação,,,Academias e Studios Fitness
(11) 96356-1241,1941-02-02,84,Outro,São Paulo,Casa Verde,São Paulo,placeholder_campanha,República,,,Calçados Confortáveis e Ortopédicos
(11) 94564-6207,2004-09-02,21,Outro,São Paulo,Tucuruvi,,placeholder_campanha,,,,Lojas de Eletrônicos e Games
(11) 98200-2275,1949-09-19,76,Outro,São Paulo,Perdizes,,placeholder_campanha,,,,Restaurantes com comida caseira
(11) 94204-6705,1941-02-25,84,Feminino,São Paulo,República,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(11) 99288-3725,1986-06-27,39,Feminino,São Paulo,Campo Limpo,,placeholder_campanha,,,,Restaurantes e Gastronomia
(11) 93410-1534,1940-08-26,85,Feminino,Correia,Higienópolis,São Paulo,placeholder_campanha,Casa Verde,,,Produtos Naturais e Fitoterápicos
(11) 93846-9392,1992-06-05,33,Feminino,São Paulo,Sé,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 99425-2397,1986-10-29,39,Feminino,São Paulo,Penha,,placeholder_campanha,,,,"Bancos, Agências e Correspondentes"
(11) 95955-6279,1962-08-15,63,Masculino,São Paulo,Itaquera,São Paulo,placeholder_campanha,Higienópolis,,,Supermercados de Bairro e Mercadinhos
(11) 97787-8634,1991-09-06,34,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Bela Vista,,,"Bancos, Agências e Correspondentes"
(11) 91325-8931,1986-04-07,39,Outro,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Sé,,,Lojas de Roupas e Calçados
(11) 97141-4921,1949-02-17,76,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
(11) 91006-7354,1954-03-13,71,Outro,São Paulo,Higienópolis,,placeholder_campanha,,,,Clínicas Médicas e Laboratórios
(11) 95470-2459,1942-06-18,83,Outro,São Paulo,Butantã,São Paulo,placeholder_campanha,Santana,,,Clubes e Centros de Convivência
(11) 98409-6136,1956-04-25,69,Outro,São Paulo,Pinheiros,São Paulo,placeholder_campanha,República,São Paulo,Santana,Fisioterapia e Terapias Complementares
(11) 96957-6644,1999-01-15,26,Masculino,São Paulo,Jabaquara,,placeholder_campanha,,,,Lanchonetes e Fast-Food
(11) 92684-8118,1990-08-05,35,Masculino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Casa Verde,São Paulo,Limão,Restaurantes e Gastronomia
(11) 98811-6509,1952-10-18,73,Feminino,São Paulo,Santo Amaro,,placeholder_campanha,,,,Fisioterapia e Terapias Complementares
(11) 95227-3122,1972-05-15,53,Feminino,Costa de Minas,Consolação,,placeholder_campanha,,,,Lojas de Móveis e Decoração
(11) 91921-4572,1998-01-11,27,Outro,São Paulo,Itaquera,São Paulo,placeholder_campanha,Tucuruvi,São Paulo,Jabaquara,Espaços Culturais e de Experiência Interativa
(11) 98004-8965,1979-10-24,46,Outro,São Paulo,Tatuapé,São Paulo,placeholder_campanha,República,,,Farmácias e Drogarias
(11) 98589-8637,1981-05-18,44,Feminino,São Paulo,Penha,São Paulo,placeholder_campanha,Higienópolis,São Paulo,República,"Bancos, Agências e Correspondentes"
(11) 97668-4213,1943-06-19,82,Feminino,São Paulo,Ipiranga,São Paulo,placeholder_campanha,Bela Vista,,,Restaurantes com comida caseira
(11) 94476-6611,1944-10-13,81,Outro,São Paulo,Penha,,placeholder_campanha,,,,Calçados Confortáveis e Ortopédicos
(11) 97963-9542,1951-06-12,74,Outro,São Paulo,Higienópolis,,placeholder_campanha,,,,Bancos e Casas Lotéricas
(11) 92001-8564,1936-08-15,89,Outro,São Paulo,Itaquera,São Paulo,placeholder_campanha,Santana,,,Bancos e Casas Lotéricas
(11) 95902-4593,1981-07-10,44,Masculino,São Paulo,Lapa,,placeholder_campanha,,São Paulo,Campo Limpo,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 91543-7576,1998-10-09,27,Feminino,São Paulo,Higienópolis,São Paulo,placeholder_campanha,República,,,Lanchonetes e Fast-Food
(11) 97062-3603,1990-02-05,35,Outro,São Paulo,Campo Limpo,,placeholder_campanha,,,,Supermercados e Mercados Express
(11) 95120-8567,1993-08-18,32,Feminino,São Paulo,Casa Verde,São Paulo,placeholder_campanha,Sé,,,"Papelarias, Livrarias e Lojas de Escritório"
(11) 92260-1007,1979-11-22,45,Outro,São Paulo,Perdizes,São Paulo,placeholder_campanha,Tatuapé,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 93778-4743,1959-06-09,66,Feminino,Rezende de Rodrigues,Santo Amaro,São Paulo,placeholder_campanha,Casa Verde,São Paulo,Limão,Farmácias e Drogarias
(11) 93482-3279,1981-05-23,44,Masculino,São Paulo,Itaquera,São Paulo,placeholder_campanha,Santana,São Paulo,República,Supermercados e Mercados Express
(11) 92534-5978,1950-04-29,75,Feminino,São Paulo,Jabaquara,São Paulo,placeholder_campanha,República,,,Calçados Confortáveis e Ortopédicos
(11) 98890-9257,2003-08-26,22,Masculino,São Paulo,Bela Vista,São Paulo,placeholder_campanha,Perdizes,,,Cinema e Streaming Experience Stores
(11) 99915-5639,1996-06-17,29,Feminino,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Consolação,,,Lojas de Moda Urbana e Alternativa
(11) 96038-7789,1954-12-09,70,Feminino,São Paulo,Consolação,São Paulo,placeholder_campanha,Consolação,,,Produtos Naturais e Fitoterápicos
(11) 92461-4415,1979-07-26,46,Masculino,São Paulo,Consolação,São Paulo,placeholder_campanha,Casa Verde,,,Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 91672-4298,1962-03-08,63,Feminino,São Paulo,Lapa,São Paulo,placeholder_campanha,Pinheiros,,,Clubes e Centros de Convivência
(11) 94185-4340,1954-07-21,71,Feminino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Santana,,,Clubes e Centros de Convivência
(11) 93488-2636,1950-06-11,75,Outro,São Paulo,Santana,São Paulo,placeholder_campanha,Bela Vista,,,Bancos e Casas Lotéricas
(11) 94600-2098,1939-11-25,85,Outro,Lima,Jabaquara,,placeholder_campanha,,,,Supermercados de Bairro e Mercadinhos
(11) 91446-9913,1995-02-02,30,Masculino,São Paulo,Casa Verde,,placeholder_campanha,,,,Barbearias/Salões com estética jovem
(61) 91102-3300,1960-10-19,65,Outro,São Paulo,Jabaquara,,placeholder_campanha,,,,Calçados Confortáveis e Ortopédicos
(11) 95430-2045,1981-08-08,44,Masculino,São Paulo,Tucuruvi,São Paulo,placeholder_campanha,Ipiranga,,,Postos de Combustível e Serviços Automotivos
(11) 97424-3663,1976-10-03,49,Feminino,São Paulo,Santana,São Paulo,placeholder_campanha,Tucuruvi,São Paulo,República,"Papelarias, Livrarias e Lojas de Escritório"
(11) 96255-1164,1987-06-20,38,Outro,São Paulo,Perdizes,São Paulo,placeholder_campanha,República,,,Restaurantes e Gastronomia
(11) 97165-4957,1967-04-28,58,Outro,São Paulo,Lapa,,placeholder_campanha,,,,Farmácias e Drogarias
(11) 98877-4710,2005-11-22,19,Masculino,São Paulo,Ipiranga,São Paulo,placeholder_campanha,República,,,Cinema e Streaming Experience Stores
(11) 91859-3916,1941-11-11,83,Outro,São Paulo,Vila Prudente,São Paulo,placeholder_campanha,Tucuruvi,São Paulo,Higienópolis,Calçados Confortáveis e Ortopédicos
(11) 93988-1445,1997-12-01,27,Masculino,São Paulo,Sé,,placeholder_campanha,,,,Academias e Studios Fitness
(11) 95960-6049,1984-01-09,41,Outro,São Paulo,Campo Limpo,São Paulo,placeholder_campanha,República,São Paulo,Higienópolis,Lojas de Roupas e Calçados
(11) 94092-3206,1993-12-31,31,Masculino,São Paulo,Perdizes,São Paulo,placeholder_campanha,Higienópolis,São Paulo,República,"Papelarias, Livrarias e Lojas de Escritório"
(71) 94950-2219,1936-12-17,88,Masculino,Correia,Tucuruvi,São Paulo,placeholder_campanha,Santana,,,Bancos e Casas Lotéricas
(11) 93150-9326,1990-11-19,34,Masculino,São Paulo,Higienópolis,,placeholder_campanha,,,,Lojas de Roupas e Calçados
(11) 96596-8340,1938-07-10,87,Feminino,Campos,Sé,São Paulo,placeholder_campanha,Bela Vista,,,Clubes e Centros de Convivência
